tier,word,utterance_type,object_present,speaker,timestamp,basic_level,comment
*MAN,sink,d,y,FAT,37252370_37255730, ,NA
*MAN,water,d,y,FAT,37252370_37255730, ,NA
*OLN,pumpkin,s,n,FAT,37255730_37274940, ,NA
*OLN,pumpkin,s,n,FAT,37255730_37274940, ,NA
*FAN,jack+o+lantern,s,n,FAT,37277520_37278520, ,NA
*MAN,jack+o+lantern,s,n,FAT,37350360_37351640, ,NA
*FAN,water,q,y,FAT,37420630_37421630, ,NA
*FAN,sink,i,y,FAT,37426020_37427220, ,NA
*FAN,sink,q,y,FAT,37429440_37430510, ,NA
*CHN,soap,d,y,FAT,37442620_37443860, ,NA
*CHN,soap,d,y,FAT,37445240_37446080, ,NA
*MAN,water,q,y,FAT,37446080_37447930, ,NA
*MAN,hands,d,y,FAT,37451700_37453370, ,NA
*MAN,soap,d,y,FAT,37451700_37453370, ,NA
*OLN,hands,d,y,FAT,37468140_37469330, ,NA
*MAN,hand,q,y,FAT,37471740_37472740, ,NA
*MAN,towel,d,y,FAT,37479660_37483020, ,NA
*MAN,towel,d,y,FAT,37479660_37483020, ,NA
*MAN,hands,d,y,FAT,37479660_37483020, ,NA
*MAN,hand,q,y,FAT,37489150_37490370, ,NA
*FAN,hand,d,y,FAT,37490370_37491850, ,NA
*MAN,carrot,q,y,FAT,37506100_37507120, ,NA
*MAN,ring,d,y,FAT,37545990_37548340, ,NA
*MAN,ring,d,y,FAT,37545990_37548340, ,NA
*CHN,ring,n,y,CHI,37548340_37549050, ,NA
*MAN,ring,d,y,FAT,37550110_37551780, ,NA
*MAN,finger,d,y,FAT,37550110_37551780, ,NA
*FAN,bracelets,d,n,FAT,37552800_37554370, ,NA
*MAN,dishes,d,y,FAT,37560100_37563870, ,NA
*MAN,food,d,y,FAT,37564670_37565670, ,NA
*FAN,bib,i,y,FAT,37575120_37576120, ,NA
*MAN,water,d,n,FAT,37578060_37580050, ,NA
*MAN,water,q,n,FAT,37600000_37601720, ,NA
*MAN,dishes,d,y,FAT,37692850_37695060, ,NA
*MAN,arms,d,y,FAT,37703070_37705360, ,NA
*MAN,peanut+butter+sandwiches,d,n,FAT,37770230_37771340, ,NA
*MAN,peppers,d,y,MOT,37797030_37798740, ,NA
*MAN,peppers,d,y,FAT,37799620_37801750, ,NA
*MAN,food,d,y,FAT,37833060_37835100, ,NA
*MAN,food,d,y,FAT,37833060_37835100, ,NA
*MAN,water,q,n,MOT,37989560_37990560, ,NA
*FAN,water,q,y,MOT,38029890_38031350, ,NA
*FAN,water,i,y,MOT,38102770_38103770, ,NA
*CHN,beet,n,n,CHI,38111410_38111780, ,NA
*CHN,beet,n,n,CHI,38113440_38113760, ,NA
*FAN,beets,d,n,MOT,38114930_38115930, ,NA
*MAN,beets,q,n,FAT,38121690_38122850, ,NA
*MAN,carrot,d,n,FAT,38141610_38146850, ,NA
*OLN,beets,q,y,FAT,38181980_38183200, ,NA
*MAN,beets,n,y,FAT,38196300_38197740, ,NA
*MAN,beets,n,y,FAT,38196300_38197740, ,NA
*MAN,beets,n,y,FAT,38196300_38197740, ,NA
*MAN,beets,n,y,FAT,38196300_38197740, ,NA
*MAN,beets,n,y,FAT,38196300_38197740, ,NA
*FAN,beets,d,y,FAT,38233170_38234220, ,NA
*MAN,beets,n,y,FAT,38235120_38236190, ,NA
*OLF,beets,q,y,FAT,38236190_38236990, ,NA
*MAN,spoon,q,y,FAT,38311650_38312790, ,NA
*FAN,spoon,q,y,FAT,38312790_38313880, ,NA
*OLN,beets,d,y,FAT,38378820_38379970, ,NA
*NOF,beets,n,y,FAT,38382070_38382880, ,NA
*CHN,bebe,n,y,CHI,38382880_38383500, ,NA
*MAN,food,q,y,FAT,38447910_38449460, ,NA
*MAN,spoon,q,y,FAT,38510290_38511290, ,NA
*MAN,beets,q,y,FAT,38517060_38518060, ,NA
*MAN,beets,q,y,FAT,38539390_38540570, ,NA
*OLN,beet,n,y,CHI,38542940_38544120, ,NA
*FAN,hands,d,y,MOT,38566750_38567840, ,NA
*CHN,beet,n,y,CHI,38571710_38572190, ,NA
*MAN,hand,q,y,MOT,38592590_38593720, ,NA
*FAN,pumpkin,s,n,MOT,38606870_38609100, ,NA
*FAN,pumpkin,s,n,MOT,38606870_38609100, ,NA
*MAN,jack+o+lantern,s,n,MFT,38611680_38614320, ,NA
*FAN,shoes,q,y,MOT,38650580_38651580, ,NA
*OLN,shoes,d,y,MOT,38651580_38652380, ,NA
*FAN,shoes,d,y,MOT,38654620_38655900, ,NA
*FAN,pumpkin,s,n,MOT,38677450_38678450, ,NA
*FAN,pumpkin,s,n,MOT,38678450_38679260, ,NA
*OLN,jack+o+lantern,s,n,MOT,38682720_38684280, ,NA
*FAN,pumpkin,s,n,MOT,38704520_38705970, ,NA
*FAN,pumpkin,s,n,MOT,38704520_38705970, ,NA
*FAN,jack+o+lantern,s,n,MOT,38708980_38711720, ,NA
*FAN,coffee,q,n,MOT,38742850_38745360, ,NA
*MAF,cheek,d,y,MOT,38745360_38746780, ,NA
*MAN,cheek,q,y,FAT,38770040_38772910, ,NA
*FAN,milk,q,n,MOT,38794220_38795550, ,NA
*NON,cup,q,n,MOT,38795550_38796350, ,NA
*FAN,hand,q,y,FAT,38804580_38805620, ,NA
*NOF,hand,q,y,FAT,38807440_38808240, ,NA
*MAN,papers,d,y,FAT,38814050_38815590, ,NA
*MAN,pepper,q,y,FAT,38925650_38926650, ,NA
*FAN,toe,d,y,MOT,39103540_39105250, ,NA
*FAN,bed,q,n,MOT,39447130_39448370, ,NA
*MAN,bed,d,n,MOT,39449970_39451280, ,NA
*MAN,pepper,d,y,FAT,39462090_39464570, ,NA
*FAN,hand,d,y,FAT,39488660_39490300, ,NA
*FAN,water+bottle,d,y,MOT,39649320_39650320, ,NA
*OLN,teeth,q,n,MOT,39870160_39871650, ,NA
*FAN,shoes,q,y,MOT,39874270_39876230, ,NA
*FAN,teeth,q,n,MOT,39891980_39894660, ,NA
*FAN,bed,q,n,MOT,39891980_39894660, ,NA
*FAN,shoes,d,y,MOT,39897670_39899290, ,NA
*NOF,bench,d,y,MOT,39899290_39900370, ,NA
*FAN,teeth,d,n,MOT,39923200_39924980, ,NA
*FAN,teeth,n,n,MOT,39943200_39944200, ,NA
*MAN,teeth,q,n,FAT,39968390_39969410, ,NA
*MAN,cats,q,n,FAT,39983860_39986460, ,NA
*MAN,teeth,q,n,FAT,40012370_40013370, ,NA
*MAN,toothbrush,d,y,FAT,40015310_40018110, ,NA
*MAN,toothpaste,d,y,FAT,40018970_40020430, ,NA
*MAN,tube,d,y,FAT,40021430_40024620, ,NA
*FAN,toothpaste,d,y,FAT,40027350_40029680, ,NA
*FAN,toothbrush,d,y,FAT,40027350_40029680, ,NA
*MAN,toothpaste+tube,d,y,FAT,40030480_40032340, ,NA
*MAN,water,d,y,FAT,40040170_40041440, ,NA
*MAN,brush,d,y,FAT,40043150_40045140, ,NA
*FAN,water,d,y,FAT,40045140_40046150, ,NA
*FAN,teeth,d,y,FAT,40048260_40049260, ,NA
*MAN,teeth,d,y,FAT,40058620_40061480, ,NA
*MAN,teeth,d,y,FAT,40065110_40066270, ,NA
*MAN,teeth,q,y,FAT,40149710_40150920, ,NA
*FAN,toothbrush,d,y,FAT,40162580_40164080, ,NA
*MAN,brush,n,y,FAT,40164880_40166190, ,NA
*MAN,brush,n,y,FAT,40164880_40166190, ,NA
*MAN,brush,n,y,FAT,40164880_40166190, ,NA
*MAN,brush,n,y,FAT,40166990_40168060, ,NA
*MAN,brush,n,y,FAT,40166990_40168060, ,NA
*MAN,brush,n,y,FAT,40166990_40168060, ,NA
*MAN,motrin,d,n,FAT,40175330_40176830, ,NA
*MAN,feet,d,y,FAT,40205980_40207280, ,NA
*MAN,sink,d,y,FAT,40205980_40207280, ,NA
*MAN,water,d,y,FAT,40211840_40215470, ,NA
*OLN,toothbrush,d,y,FAT,40216700_40218060, ,NA
*OLN,feet,i,y,FAT,40264710_40265940, ,NA
*MAN,feet,i,y,FAT,40267190_40268920, ,NA
*MAN,feet,d,y,FAT,40267190_40268920, ,NA
*MAN,feet,d,y,FAT,40270680_40271690, ,NA
*MAN,hands,d,y,FAT,40280500_40281900, ,NA
*MAN,diaper,d,n,FAT,40282800_40283830, ,NA
*MAN,diaper,d,n,FAT,40286490_40287630, ,NA
*MAN,belly+button,d,y,FAT,40360690_40364720, ,NA
*MAN,diaper,d,y,FAT,40367820_40369050, ,NA
*MAF,sheets,d,y,FAT,40419770_40421260, ,NA
*FAN,sheets,d,y,MOT,40422130_40423310, ,NA
*MAN,vulva,d,y,FAT,40425110_40426270, ,NA
*MAN,vulva,n,y,FAT,40427070_40427670, ,NA
*SIL,vulva,n,y,FAT,40427670_40428470, ,NA
*MAN,vulva,n,y,MFT,40428470_40430950, ,NA
*MAN,vulva,q,y,FAT,40428470_40430950, ,NA
*MAN,vagina,q,y,FAT,40428470_40430950, ,NA
*FAN,vagina,d,n,MOT,40437550_40438590, ,NA
*MAN,vulva,d,n,MOT,40469370_40471560, ,NA
*MAN,vagina,d,n,MOT,40472360_40473740, ,NA
*FAN,sheets,d,y,MOT,40481940_40482940, ,NA
*FAN,sheets,d,y,MOT,40487220_40488260, ,NA
